job_title,yearly_salary,place,seniority,degree
市场推广专员,5k-6k,合肥  ,经验不限,学历不限
市场推广,3k-6k,南昌  ,应届生,大专
市场推广,3k-6k,福州  ,1年以内,高中
市场推广,10k-11k,洛阳  ,1年以内,学历不限
市场推广,3k-5k,太原  ,经验不限,学历不限
市场推广,3k-6k,日照  ,1年以内,学历不限
市场推广,3k-6k,周口  ,应届生,大专
市场推广,5k-8k,合肥  ,1-3年,学历不限
市场推广,3k-4k,太原  ,经验不限,大专
市场推广,3k-6k,桂林  ,经验不限,学历不限
市场推广,3k-4k,汕头  ,1-3年,大专
市场推广,5k-8k,无锡  ,1年以内,大专
市场推广,5k-8k,太原  ,经验不限,学历不限
视效总监,15k-30k,北京 朝阳区 东坝,3-5年,学历不限
销售顾问,15k-20k,北京 海淀区 上地,经验不限,学历不限
建模师,11k-20k,北京 丰台区 新发地,1-3年,大专
品牌总监,15k-30k,北京 朝阳区 潘家园,3-5年,本科
导演/编导,10k-15k,北京  ,10年以上,本科
web前端,10k-15k,北京 朝阳区 朝外,1-3年,本科
资深采访编辑,10k-20k,北京 海淀区 五道口,3-5年,本科
销售经理,10k-20k,北京 朝阳区 呼家楼,经验不限,大专
自媒体,10k-15k,北京 朝阳区 望京,1年以内,大专
节目招商（有无经验均可）,10k-15k,北京 朝阳区 酒仙桥,经验不限,大专
前端工程师,10k-15k,北京  ,3-5年,本科
资深采编（酷玩实验室）,10k-15k,北京 朝阳区 望京,3-5年,本科
视频策划/制作,10k-20k,北京 朝阳区 北苑,经验不限,本科
内容编辑,12k-24k,北京 朝阳区 呼家楼,3-5年,本科
高级别三维动画电影-动画造型设计,10k-20k,北京 海淀区 马甸,5-10年,学历不限
制片人,10k-15k,北京 朝阳区 定福庄,3-5年,本科
策划主管,10k-15k,北京 朝阳区 四惠,3-5年,本科
海外房产销售,10k-15k,北京 东城区 朝阳门,1-3年,本科
客户经理,10k-20k,北京 海淀区 北沙滩,经验不限,大专
设计总监,15k-20k,北京 海淀区 清河,5-10年,本科
ios工程师,15k-25k,北京  ,3-5年,本科
文案策划,10k-15k,北京  ,3-5年,本科
服务端工程师,15k-30k,北京  ,3-5年,本科
文案编辑,10k-15k,北京 海淀区 西二旗,1-3年,本科
大客户经理,10k-15k,北京 海淀区 北沙滩,1-3年,大专
销售顾问,10k-20k,北京 朝阳区 酒仙桥,1-3年,大专
采编（医院管理）,10k-20k,北京 海淀区 北沙滩,3-5年,本科
艺人主播,10k-20k,北京  ,经验不限,学历不限
主编,15k-20k,北京 朝阳区 望京,5-10年,本科
主播艺人,10k-15k,北京 朝阳区 大望路,经验不限,学历不限
文案策划,4k-8k,合肥  ,1-3年,大专
文案,4k-5k,衡阳  ,1年以内,本科
文案,5k-7k,广州 天河区 林和,1-3年,大专
文案,3k-5k,哈尔滨  ,1-3年,本科
文案新鲜人,2k-3k,武汉 武昌区 和平大道,经验不限,大专
文案策划,4k-7k,厦门  ,1-3年,大专
文案,7k-13k,北京 朝阳区 朝阳路,1-3年,本科
文案,2k-4k,福州  ,应届生,大专
文案,8k-10k,广州 天河区 龙口,3-5年,学历不限
文案,4k-7k,南昌  ,1-3年,本科
文案,3k-6k,青岛  ,经验不限,学历不限
文案策划,5k-10k,深圳 龙岗区 坂田,1-3年,本科
文案策划,4k-6k,广州  ,1年以内,大专
文案策划,4k-8k,昆明  ,1-3年,大专
创意文案,4k-6k,北京 丰台区 角门,1-3年,本科
文案策划,8k-15k,北京 海淀区 西直门,1-3年,大专
文案,4k-7k,韶关  ,1年以内,本科
文案,10k-15k,北京 朝阳区 四惠,1年以内,大专
文案,7k-11k,北京  ,1-3年,本科
文案,6k-8k,河源  ,1年以内,大专
文案编辑,7k-10k,深圳 南山区 南油,1-3年,本科
文案,5k-8k,北京 朝阳区 管庄,1-3年,本科
文案,3k-5k,温州  ,1年以内,大专
文案策划,5k-9k,上海 静安区 南京西路,1-3年,本科
文案,4k-6k,天津 南开区 密云路,经验不限,大专
文案,5k-8k,北京 海淀区 清河,1-3年,本科
文案策划,4k-6k,武汉 江汉区 新华,1-3年,大专
文案,4k-6k,宁波  ,1年以内,本科
文案,3k-6k,杭州 下城区 半山,经验不限,大专
资深文案,8k-14k,上海 长宁区 中山公园,3-5年,本科
内容编辑,4k-5k,深圳 南山区 西丽,经验不限,学历不限
内容编辑,6k-10k,宁波  ,经验不限,大专
招全职娱乐类内容编辑,3k-6k,邯郸  ,经验不限,学历不限
内容编辑,3k-5k,渭南  ,1年以内,中专/中技
自媒体编辑网络编辑内容编辑文案,3k-5k,济南 历下区 会展中心,1年以内,大专
新媒体内容编辑,4k-8k,北京 朝阳区 建外大街,应届生,本科
内容编辑,7k-8k,北京 朝阳区 十里河,1-3年,本科
内容编辑,8k-13k,北京 大兴区 西红门,1年以内,本科
内容编辑,3k-5k,佛山  ,1年以内,大专
内容编辑,2k-4k,西安 莲湖区 丰禾路,应届生,大专
内容编辑,8k-15k,北京 东城区 朝阳门,经验不限,大专
内容编辑,4k-6k,郑州 中原区 西环路,经验不限,大专
内容创作/内容编辑/美食文案创作,3k-6k,泉州  ,经验不限,大专
内容编辑,3k-6k,莆田  ,经验不限,学历不限
内容编辑,8k-9k,广州 海珠区 客村,3-5年,大专
内容编辑,6k-10k,北京 海淀区 新街口,1-3年,大专
微信公众号内容编辑-城市生活资讯,7k-14k,上海 闵行区 浦江,1-3年,本科
内容编辑实习岗,2k-3k,广州 天河区 珠江新城,应届生,本科
视频内容编辑(校园方向）,4k-5k,西安 雁塔区 电视塔,经验不限,大专
汽车内容编辑/编导,5k-8k,北京 朝阳区 大山子,经验不限,大专
内容编辑,4k-8k,重庆 沙坪坝区 小龙坎,应届生,学历不限
内容编辑,6k-12k,上海 静安区 北京西路,1年以内,本科
内容编辑,3k-5k,南昌  ,1年以内,本科
内容编辑,5k-8k,上海 嘉定区 ,1-3年,本科
内容编辑,2k-4k,重庆 渝中区 大坪,经验不限,学历不限
内容编辑,3k-4k,温州  ,1年以内,大专
公开课内容编辑（人工智能方向）,5k-8k,北京  ,1-3年,本科
内容编辑,4k-5k,北京 海淀区 紫竹桥,经验不限,本科
新媒体内容编辑,8k-12k,北京 朝阳区 建国路,1-3年,本科
内容编辑,5k-10k,长沙 天心区 侯家塘,1年以内,本科
市场推广,4k-7k,福州  ,经验不限,学历不限
实体市场推广,6k-12k,郑州 管城回族区 二里岗,1年以内,高中
市场推广,3k-5k,沈阳  ,经验不限,大专
市场推广,4k-8k,合肥  ,1年以内,学历不限
市场推广,6k-9k,合肥  ,1年以内,大专
市场推广,4k-8k,青岛  ,经验不限,学历不限
市场推广,5k-10k,桂林  ,1-3年,学历不限
市场推广,4k-6k,长沙 天心区 芙蓉中路,经验不限,学历不限
市场推广专员,3k-6k,扬州  ,1-3年,中专/中技
市场推广,3k-5k,青岛  ,经验不限,本科
市场推广,6k-12k,临沂  ,经验不限,学历不限
市场推广,4k-8k,福州  ,经验不限,学历不限
市场推广,3k-6k,太原  ,经验不限,大专
市场专员/市场推广专员/销售专员/广告销售,2k-4k,昆明  ,经验不限,学历不限
市场推广,7k-10k,保定  ,经验不限,学历不限
市场推广,4k-5k,枣庄  ,1年以内,学历不限
市场推广,4k-8k,长春  ,经验不限,学历不限
市场推广,5k-6k,徐州  ,1年以内,学历不限
市场推广,5k-9k,咸阳  ,经验不限,大专
市场推广,3k-6k,南通  ,经验不限,大专
市场推广,3k-5k,呼和浩特  ,经验不限,学历不限
市场推广,10k-11k,东莞  ,经验不限,学历不限
市场推广,3k-6k,南昌  ,1年以内,学历不限
市场推广,3k-6k,东营  ,1年以内,本科
市场推广,3k-4k,保定  ,1年以内,本科
市场推广,5k-10k,合肥  ,1年以内,大专
市场推广,3k-6k,唐山  ,1年以内,大专
市场推广,3k-6k,惠州  ,1年以内,大专
市场推广,5k-10k,南宁  ,1年以内,高中
市场推广,3k-6k,长春  ,经验不限,大专
潮流编辑,12k-17k,北京 朝阳区 朝阳门,1-3年,本科
主编--情感读书文化类新媒体（公众号）,12k-20k,北京 朝阳区 建国路,1-3年,本科
网红主播/艺人,10k-20k,北京 丰台区 北大地,经验不限,学历不限
运维工程师,10k-15k,北京  ,1-3年,本科
英文编辑,10k-15k,北京 海淀区 北沙滩,3-5年,本科
新媒体运营,10k-20k,北京 朝阳区 大望路,3-5年,本科
Android工程师,15k-25k,北京  ,3-5年,本科
用户运营,10k-20k,北京 朝阳区 大望路,1-3年,大专
演员/配音/模特,10k-14k,北京 朝阳区 四惠,经验不限,学历不限
新媒体运营,10k-15k,北京 海淀区 西二旗,经验不限,大专
副主编,10k-15k,北京 海淀区 莲花池,1-3年,大专
撰稿,10k-20k,北京 东城区 海运仓,3-5年,本科
电梯媒体销售总监/副总监,10k-15k,北京 朝阳区 十里堡,3-5年,大专
主笔,10k-20k,北京 海淀区 北沙滩,3-5年,本科
网络主播,10k-11k,北京 朝阳区 高碑店,经验不限,学历不限
新媒体运营,10k-20k,北京 朝阳区 呼家楼,1-3年,本科
媒介专员,10k-20k,北京 朝阳区 北苑,1年以内,大专
医学编辑,10k-15k,北京 海淀区 北沙滩,3-5年,本科
产品经理,15k-20k,北京 朝阳区 朝外,1-3年,本科
总裁/总经理/董事长助理,26k-52k,北京 朝阳区 定福庄,5-10年,本科
销售顾问,10k-20k,北京 朝阳区 望京,经验不限,大专
商学院运营经理,10k-15k,北京 朝阳区 北苑,3-5年,本科
合成组长,10k-15k,北京 朝阳区 定福庄,3-5年,大专
图形图像算法工程师,18k-25k,北京 朝阳区 花家地,1-3年,本科
销售侦探,15k-20k,北京 海淀区 魏公村,经验不限,大专
资深编辑,10k-14k,北京 海淀区 苏州街,1-3年,本科
会展活动策划,10k-20k,北京 海淀区 木樨地,1-3年,本科
CCTV品牌顾问,10k-20k,北京 大兴区 西红门,经验不限,学历不限
资深设计师,12k-18k,北京 朝阳区 建国路,3-5年,本科
编辑部主任,10k-15k,北京 朝阳区 酒仙桥,3-5年,本科
文案,8k-16k,深圳 福田区 景田,经验不限,本科
文案,3k-4k,太原  ,经验不限,学历不限
文案,5k-8k,杭州 滨江区 西兴,1年以内,本科
文案,4k-8k,深圳 龙华区 锦绣江南,1-3年,本科
文案,3k-8k,江门  ,1年以内,本科
文案编辑,8k-16k,北京 朝阳区 百子湾,经验不限,本科
文案策划,4k-8k,常州  ,3-5年,学历不限
文案策划,6k-12k,北京 朝阳区 定福庄,1-3年,本科
文案策划,6k-9k,西安  ,1-3年,本科
情感文案,5k-7k,深圳 龙岗区 平湖,应届生,大专
文案,6k-8k,杭州 江干区 火车东站,1-3年,大专
文案,3k-6k,西安  ,1-3年,大专
文案,5k-10k,上海 普陀区 长风公园,经验不限,大专
产品文案,6k-10k,上海 闵行区 虹梅路,应届生,大专
文案,8k-10k,苏州 吴中区 木渎,1年以内,本科
文案,10k-15k,北京 朝阳区 柳芳,3-5年,大专
文案策划,5k-10k,广州 天河区 珠江新城,1-3年,大专
文案策划,6k-8k,北京 朝阳区 高碑店,1-3年,学历不限
文案,4k-8k,济南 历下区 二环东路,3-5年,本科
文案,5k-8k,杭州 拱墅区 上塘,经验不限,大专
文案策划,7k-12k,上海 徐汇区 ,3-5年,本科
文案,6k-10k,上海 黄浦区 外滩,1-3年,大专
文案,12k-18k,北京 朝阳区 大望路,3-5年,学历不限
创意文案,4k-8k,成都 武侯区 ,1-3年,大专
文案,4k-8k,深圳 福田区 购物公园,1年以内,本科
文案策划,4k-8k,广州 天河区 棠下,1-3年,大专
文案,10k-20k,北京 朝阳区 百子湾,经验不限,本科
文案,5k-10k,长春  ,1年以内,本科
文案策划,5k-8k,贵阳  ,经验不限,大专
文案,4k-8k,佛山  ,1-3年,大专
内容编辑,3k-6k,广州 白云区 永平,经验不限,大专
内容编辑,3k-4k,漳州  ,1年以内,高中
内容编辑,4k-8k,金华  ,经验不限,大专
新媒体内容编辑,5k-8k,上海 长宁区 北新泾,经验不限,本科
内容编辑,6k-10k,北京 丰台区 科技园区,经验不限,大专
微博微信内容编辑,10k-20k,北京 朝阳区 十里堡,经验不限,学历不限
内容编辑,4k-8k,天津 东丽区 华明,经验不限,本科
内容编辑,4k-8k,临沂  ,1年以内,学历不限
内容编辑,4k-8k,无锡  ,1-3年,学历不限
内容编辑,6k-12k,北京 朝阳区 十里堡,1年以内,学历不限
内容编辑,10k-20k,北京 朝阳区 东大桥,1-3年,本科
内容编辑,7k-12k,上海 青浦区 徐泾,1-3年,本科
内容编辑,6k-10k,北京 门头沟区 永定,1-3年,本科
内容编辑,3k-6k,广州 天河区 岗顶,1年以内,本科
内容编辑,4k-6k,北京 西城区 德胜门,1年以内,本科
内容编辑,6k-10k,长沙  ,经验不限,大专
微信运营/新媒体运营/内容编辑,3k-6k,荆门  ,经验不限,学历不限
内容编辑,8k-12k,北京 海淀区 知春路,经验不限,本科
内容编辑,4k-6k,广州 白云区 白云大道,经验不限,大专
内容编辑,3k-6k,中山  ,1年以内,本科
内容编辑,5k-7k,杭州 滨江区 西兴,经验不限,学历不限
内容编辑,6k-8k,上海 宝山区 ,1-3年,本科
内容编辑,8k-12k,北京 朝阳区 望京,1-3年,本科
内容编辑-运营,4k-6k,北京 朝阳区 立水桥,经验不限,本科
内容编辑,2k-3k,济南 天桥区 北园大街,经验不限,学历不限
内容编辑,6k-10k,上海 长宁区 ,经验不限,本科
内容编辑,4k-8k,武汉 武昌区 水果湖,经验不限,本科
内容编辑,4k-6k,天津 滨海新区 新港,经验不限,本科
内容编辑,4k-8k,青岛  ,经验不限,大专
内容编辑,5k-10k,晋中  ,经验不限,大专
市场推广,6k-7k,兰州  ,1年以内,中专/中技
策划师/策划经理,6k-8k,东莞  ,1-3年,本科
市场推广,3k-6k,桂林  ,1年以内,高中
广告创意,3k-6k,北京 朝阳区 亚运村,1年以内,本科
销售顾问,8k-10k,三亚  ,1年以内,大专
销售顾问,4k-7k,扬州  ,经验不限,中专/中技
策划经理,8k-16k,西安 雁塔区 ,3-5年,学历不限
市场推广,4k-8k,合肥  ,1年以内,高中
BD经理,4k-8k,长春  ,1年以内,本科
广告审核,6k-10k,北京 朝阳区 双井,1-3年,本科
文案,3k-6k,西安 雁塔区 唐延路,1-3年,本科
文案,5k-6k,眉山  ,经验不限,本科
营销策划,5k-10k,重庆  ,经验不限,学历不限
销售专员,5k-10k,南宁  ,应届生,大专
广告设计师,3k-6k,成都 武侯区 ,1-3年,本科
销售专员,3k-6k,大连  ,经验不限,学历不限
销售专员,5k-10k,哈尔滨  ,经验不限,中专/中技
品牌公关,5k-6k,长沙 天心区 金盆岭,1年以内,本科
活动策划执行,4k-7k,西安 雁塔区 ,应届生,本科
策划经理,6k-12k,厦门 湖里区 禾山,3-5年,大专
文案,3k-4k,昆明  ,1年以内,学历不限
销售经理,4k-8k,重庆 渝北区 黄泥塝,1-3年,学历不限
销售专员,5k-8k,温州  ,经验不限,学历不限
销售专员,5k-10k,沈阳  ,经验不限,学历不限
广告协调,3k-6k,乌鲁木齐  ,1年以内,本科
实习市场推广,3k-6k,泉州  ,1年以内,大专
营销策划,3k-4k,柳州  ,1-3年,本科
销售专员,3k-6k,芜湖  ,1年以内,大专
销售专员,2k-3k,南通  ,1年以内,本科
销售专员,5k-8k,济宁  ,经验不限,学历不限
数据新闻编辑,10k-17k,北京  ,3-5年,本科
电商商品买手,10k-20k,北京 朝阳区 望京,1-3年,本科
高级创投组编辑,10k-20k,北京 朝阳区 国贸,3-5年,本科
视频摄影总监,10k-18k,北京 海淀区 紫竹桥,3-5年,本科
区块链研究中心经理,10k-18k,北京 朝阳区 北苑,3-5年,硕士
课程制作人,12k-24k,北京 朝阳区 东大桥,3-5年,本科
资深记者,15k-25k,北京 朝阳区 建国路,1-3年,大专
需求分析工程师,10k-20k,北京 海淀区 西二旗,1-3年,博士
公号主编,10k-20k,北京 朝阳区 柳芳,1-3年,本科
人物记者,10k-20k,北京 朝阳区 东大桥,1-3年,本科
策划总监,15k-25k,北京 朝阳区 大望路,3-5年,本科
医疗记者,12k-20k,北京 朝阳区 燕莎,1-3年,本科
BD经理,10k-20k,北京 朝阳区 团结湖,1-3年,大专
销售专员,12k-24k,北京 朝阳区 建国路,1-3年,高中
网红艺人主播,10k-15k,北京 朝阳区 酒仙桥,应届生,学历不限
制片人,15k-30k,北京 朝阳区 建国门,5-10年,大专
财经记者,10k-20k,北京 朝阳区 建国路,3-5年,本科
商业品牌拓展经理/总监,10k-20k,北京 朝阳区 呼家楼,1-3年,本科
副导演,13k-25k,北京 朝阳区 四惠,3-5年,学历不限
媒介拓展经理,13k-16k,北京 朝阳区 建国路,经验不限,本科
少儿教育产品线主管,12k-18k,北京 东城区 朝阳门,3-5年,本科
CCTV外联制片,10k-15k,北京 朝阳区 北苑,1年以内,本科
客户创作总监,10k-15k,北京 朝阳区 呼家楼,3-5年,本科
招聘主管,10k-15k,北京 海淀区 木樨地,3-5年,本科
网红艺人主播,10k-15k,北京 朝阳区 酒仙桥,经验不限,学历不限
财务主管,10k-15k,北京 朝阳区 亮马桥,3-5年,本科
主播艺人,10k-20k,北京 朝阳区 高碑店,经验不限,中专/中技
商务制片,10k-15k,北京 朝阳区 北苑,1年以内,大专
广告销售,10k-11k,北京 朝阳区 望京,经验不限,本科
渠道经理,10k-15k,北京 朝阳区 百子湾,3-5年,大专
文案,6k-8k,上海 静安区 江宁路,3-5年,本科
文案,4k-8k,济南 历城区 华龙路,经验不限,学历不限
文案策划,4k-7k,广州 天河区 龙口,经验不限,学历不限
文案,8k-10k,北京 大兴区 西红门,1年以内,本科
创意文案,8k-15k,深圳 南山区 大冲,5-10年,大专
文案策划,4k-6k,惠州  ,1年以内,本科
文案,5k-8k,广州 天河区 猎德,1年以内,本科
文案,4k-6k,江门  ,1-3年,本科
文案策划,3k-6k,济南 历下区 二环东路,1-3年,本科
资深文案,9k-18k,北京 朝阳区 定福庄,3-5年,学历不限
文案,4k-6k,西安 雁塔区 ,1-3年,大专
文案策划,4k-8k,南宁  ,1-3年,大专
编辑文案,4k-6k,漳州  ,1-3年,大专
文案策划,4k-6k,长沙 开福区 湘江中路,1-3年,大专
创意文案,6k-12k,杭州 拱墅区 和睦,1-3年,大专
文案,8k-15k,北京 海淀区 中关村,1-3年,大专
文案,4k-7k,西安 雁塔区 ,经验不限,学历不限
文案,5k-7k,广州 越秀区 黄花岗,1-3年,本科
文案,4k-8k,广州 天河区 珠江新城,1-3年,本科
文案实习,1k-2k,广州 天河区 体育中心,1年以内,本科
文案编辑,4k-8k,北京 大兴区 兴丰大街,经验不限,大专
创意文案,6k-8k,深圳 南山区 ,1-3年,大专
创意文案,5k-10k,深圳 南山区 科技园,经验不限,大专
创意文案,6k-11k,北京  ,1年以内,本科
文案策划专员,6k-11k,广州 天河区 东圃,1-3年,本科
文案,10k-12k,北京 朝阳区 国贸,3-5年,本科
文案,8k-12k,深圳 龙岗区 ,1-3年,大专
文案,7k-12k,北京 朝阳区 朝外,经验不限,本科
资深文案,5k-8k,武汉 江汉区 新华,1-3年,大专
文案,3k-6k,济南 市中区 二环南路,1-3年,本科
内容编辑,4k-8k,泸州  ,1-3年,本科
内容编辑,3k-6k,太原  ,经验不限,大专
内容编辑,5k-10k,佛山  ,应届生,大专
内容编辑,6k-12k,长沙  ,1年以内,大专
内容编辑,3k-6k,石家庄  ,经验不限,大专
内容编辑,3k-4k,青岛  ,经验不限,大专
新媒体内容编辑,6k-10k,北京 朝阳区 呼家楼,1-3年,本科
内容编辑,3k-5k,郑州 中原区 建设路,经验不限,学历不限
内容编辑,4k-8k,大连  ,1年以内,本科
内容编辑,3k-6k,杭州 上城区 南星,1-3年,大专
内容编辑,3k-6k,西安 未央区 张家堡,经验不限,本科
视觉内容编辑,8k-15k,北京 昌平区 天通苑,经验不限,本科
内容编辑,4k-7k,合肥  ,1年以内,大专
内容编辑,6k-10k,北京 朝阳区 潘家园,1-3年,本科
内容编辑,3k-6k,长沙 天心区 书院南路,应届生,大专
美妆编辑、内容编辑,4k-7k,苏州 吴江区 吴江,1-3年,本科
内容编辑,3k-5k,南阳  ,1-3年,本科
内容编辑,3k-6k,濮阳  ,经验不限,大专
内容编辑,4k-8k,杭州 拱墅区 拱宸桥,经验不限,大专
内容编辑,3k-6k,太原  ,经验不限,本科
内容编辑,5k-10k,广州 海珠区 琶洲,经验不限,本科
篮球内容编辑,4k-5k,深圳 罗湖区 黄贝岭,1-3年,本科
海外内容编辑,5k-7k,天津 河西区 大直沽,经验不限,本科
新媒体内容编辑,6k-8k,北京 西城区 陶然亭,1-3年,本科
内容编辑,6k-8k,北京 朝阳区 望京,1年以内,本科
内容编辑,8k-12k,上海 浦东新区 康桥,1年以内,本科
内容编辑,6k-8k,上海 闵行区 ,3-5年,本科
内容编辑,6k-8k,上海 长宁区 中山公园,1-3年,本科
淘宝有好货写手/奢侈品内容编辑,1k-2k,郑州 管城回族区 ,经验不限,大专
内容编辑,4k-5k,深圳 南山区 大冲,应届生,本科
市场推广管理人员,4k-8k,淄博  ,1年以内,大专
项目专员,3k-6k,唐山  ,经验不限,学历不限
高级市场推广,3k-6k,长沙 天心区 芙蓉中路,经验不限,大专
销售经理,3k-6k,钦州  ,1年以内,学历不限
文案,3k-6k,太原  ,1年以内,本科
市场营销,10k-11k,杭州  ,经验不限,大专
活动策划,4k-8k,长沙 开福区 新河,1-3年,本科
策划经理,8k-12k,深圳 南山区 海上世界,1-3年,本科
销售经理,6k-12k,宁波  ,经验不限,学历不限
销售,5k-10k,台州  ,经验不限,高中
品牌公关,4k-5k,深圳 罗湖区 黄贝岭,1年以内,本科
广告销售,3k-5k,遵义  ,经验不限,学历不限
SEM专员/竞价专员,3k-4k,合肥  ,1-3年,学历不限
销售顾问,10k-11k,深圳 南山区 西丽,1年以内,高中
销售专员,3k-6k,保定  ,1-3年,大专
媒介合作,8k-10k,武汉 江岸区 永清,1-3年,大专
策划经理,4k-8k,南京 江宁区 东山,经验不限,大专
文案,8k-15k,深圳 福田区 益田村,3-5年,本科
销售专员,4k-6k,烟台  ,经验不限,学历不限
销售专员,3k-5k,宝鸡  ,1年以内,大专
会展活动执行,3k-5k,郑州  ,1年以内,学历不限
销售专员,5k-10k,贵阳  ,1年以内,本科
销售专员,4k-7k,太原  ,经验不限,学历不限
招商经理,4k-8k,太原  ,经验不限,学历不限
销售代表,4k-8k,广州 天河区 东圃,经验不限,学历不限
文案,9k-10k,郑州 金水区 ,1-3年,大专
销售经理,3k-4k,盐城  ,经验不限,学历不限
策划总监,5k-7k,西安 新城区 解放路,1年以内,本科
活动策划执行,2k-4k,成都 锦江区 ,1年以内,大专
销售总监,5k-10k,淄博  ,经验不限,学历不限
